	Gujrati	English
2829	અન્ય ઉપયોગ	For
2831	Country flagnavy	Navy/core
2833	Country flagairforce	Air force/core
2834	મહાત્મા ગાંધી સેતુ 	Mahatma Gandhi Setu
2835	જુલાઇ ૧૯	July 19
2836	જુલાઇ ૨૦	July 20
2837	જુલાઇ ૨૧	July 21
2838	આનંદ બક્ષી	Anand Bakshi
2839	સુએઝ નહેર	Suez Canal
2840	ઉરુગ્વે	Uruguay
2841	ગંગુબાઇ હંગલ	Gangubai Hangal
2843	જુલાઇ ૨૨	July 22
2844	જુલાઇ ૨૩	July 23
2845	બ્રાઉનિંગ હાઇ-પાવર	Browning Hi-Power
2846	ગ્લોક પિસ્તોલ	Glock
2847	ભરતસિંહ માધવસિંહ સોલંકી	Bharatsinh Madhavsinh Solanki
2848	હેમુ ગઢવી	Hemu Gadhavi
2849	વિશેષ સુરક્ષા દળ	Special Protection Group
2850	સ્ટર્લિંગ સબ મશીનગન	Sterling submachine gun
2851	ઉઝી	Uzi
2852	એ કે-૪૭	AK-47
2853	ગુજરાતી ભાષા	Gujarati language
2854	જુલાઇ ૨૪	July 24
2855	સુરીનામ	Suriname
2856	એપોલો ૧૧	Apollo 11
2857	મનોજ કુમાર	Manoj Kumar
2858	ઉત્તમ કુમાર	Uttam Kumar
2859	મુવિટોન ધ્વનિ પ્રણાલી	Movietone sound system
2860	હેલ-બોપ ધૂમકેતુ	Comet Hale–Bopp
2861	લોકમાન્ય ટિળક	Bal Gangadhar Tilak
2862	ચંદ્રશેખર આઝાદ	Chandra Shekhar Azad
2863	હિમેશ રેશમિયા	Himesh Reshammiya
2864	એન્ટાર્કટીકા	Antarctic
2865	શિવાજી ગણેશન	Sivaji Ganesan
2866	વાઇકિંગ ૧	Viking 1
2867	એશિયાના દેશોની સૂચિ	List of sovereign states and dependent territories in Asia
2870	ઇન્સાસ	INSAS rifle
2871	ઝિટ્ટારા	IWI Tavor
2872	એકે ૧૦૧	AK-101
2873	એકે-૧૦૩	AK-103
2874	એકેએસ-૭૪યુ	AK-74
2875	વીઝેડ ૫૮	Vz. 58
2876	ઇથેનોલ	Ethanol
2877	નાહરગઢ કિલ્લો	Nahargarh Fort
2878	જુલાઇ ૨૫	July 25
2879	જુલાઇ ૨૯	July 29
2880	જુલાઇ ૩૦	July 30
2881	જુલાઇ ૨૬	July 26
2882	જુલાઇ ૨૭	July 27
2883	જુલાઇ ૨૮	July 28
2884	જુલાઇ ૫	July 5
2885	જુલાઇ ૬	July 6
2886	દેરોલ 	Derol
2887	જુલાઇ ૩૧	July 31
2888	અમરસિંહ ચૌધરી	Amarsinh Chaudhary
2890	વૈકલ્પિક સારવાર	Alternative medical systems
2891	ઓગસ્ટ ૧	August 1
2892	રાષ્ટ્રીય જ્ઞાન આયોગ	National Knowledge Commission
2893	બ્રહ્મચારિણી	Brahmacharini
2894	કાઠિયાવાડી ઘોડા	Kathiawari 
2895	ખનીજ તેલનું ઉત્પાદન કરતા દેશોની યાદી	List of countries by oil production
2896	માહિતીચોકઠું દેવી દેવતા	Infobox Hindu deity
2897	નવદુર્ગા	Navadurgas
2898	ઓગસ્ટ ૨	August 2
2900	ઓગસ્ટ ૩	August 3
2901	ઓગસ્ટ ૪	August 4
2902	ઓગસ્ટ ૫	August 5
2904	મણીનગર, અમદાવાદ	Maninagar
2905	અમદાવાદ શહેરના વિસ્તારો	Neighbourhoods in Ahmedabad
2906	અમદાવાદ	Ahmedabad
2907	વેબ ઓન્ટોલોજિ ભાષા	Web Ontology Language
2908	તાંગ્ગુલા રેલ્વે સ્ટેશન 	Tanggula railway station
2909	ઓગસ્ટ ૬	August 6
2910	ઓગસ્ટ ૭	August 7
2911	ઓગસ્ટ ૮	August 8
2912	ઓગસ્ટ ૯	August 9
2913	ઓગસ્ટ ૧૦	August 10
2914	ઓગસ્ટ ૧૧	August 11
2915	ઓગસ્ટ ૧૨	August 12
2916	ઓગસ્ટ ૧૩	August 13
2917	ઓગસ્ટ ૧૪	August 14
2918	વિજયસ્તંભ, ચિત્તોડગઢ	Vijaya Stambha
2919	પંડિત રામ નારાયણ	Ram Narayan
2920	મુંબઇ સમાચાર	Bombay Samachar
2921	મેડમ તુસાદ સંગ્રહાલય	Madame Tussauds
2922	કીટલી	Kettle
2923	હાથમતી નદી	Hathmati River
2924	વૈષ્ણોદેવી 	Vaishno Devi
2925	ક્વિંગઝાંગ રેલ્વે	Qinghai–Tibet railway
2926	બ્લેકપૂલનો ટાવર	Blackpool Tower
2927	ડુબકી કુટુંબ	Grebe
2928	ડુબકી કુટુંબ	Diving animals
2929	ચોટીલી ડુબકી	Great crested grebe
2930	તેજગઢ 	Tejgadh
2931	શિયાળુ મોટી ડુબકી	Red-necked grebe
2932	શિયાળુ નાની ડુબકી	Black-necked grebe
2933	નાની ડુબકી	Little grebe
2934	ભૂતાન	Bhutan
2935	યુરિયા	Urea
2936	ઓગસ્ટ ૧૬	August 16
2937	માયા	Maya 
2938	ઓગસ્ટ ૧૭	August 17
2939	આધ્યાત્મ	Spirituality
2940	તત્વજ્ઞાન	Philosophy
2941	રેડક્લિફ રેખા	Radcliffe Line
2944	રૂપક લેખ	Featured article
2945	માહિતીચોકઠું દેશ	Infobox country
2946	ઈરાન	Iran
2947	નાઇજીરીયા	Nigeria
2948	ચૅડ	Chad
2949	નાઈજર	Niger
2950	આફ્રિકાના દેશો	Countries in Africa
2951	મલેશિયા	Malaysia
2952	ઈંડોનેશિયા	Indonesia
2953	બેનિન	Benin
2954	સુકભાદર નદી	Sukhbhadar River
2955	ટોગો	Togo
2956	ઘાના	Ghana
2957	બોડેલી	Bodeli
2958	બ્રાઝિલ	Brazil
2959	ન્યૂઝીલેન્ડ	New Zealand
2960	લક્ષ્મી	Lakshmi
2961	ઓગસ્ટ ૨૧	August 21
2962	ઓગસ્ટ ૨૨	August 22
2963	ઓગસ્ટ ૧૮	August 18
2964	જરોદ 	Jarod, Gujarat
2965	ઓગસ્ટ ૧૯	August 19
2966	વિશ્વ માનવતા દિવસ	World Humanitarian Day
2967	ઓગસ્ટ ૨૦	August 20
2968	ઓગસ્ટ ૨૩	August 23
2969	આંતરરાષ્ટ્રીય ગુલામ વ્યાપાર અને તેના અંતની યાદગીરીનો દિવસ	International Day for the Remembrance of the Slave Trade and its Abolition
2970	મેર	Mer people
2972	કુરાન	Quran
2973	સારન જિલ્લો	Saran district
2974	ઇસ્લામ	Islam
2975	ઈરાક	Iraq
2976	પાલેજ	Palej
2977	ઓગસ્ટ ૨૪	August 24
2978	ઓગસ્ટ ૨૫	August 25
2979	ઓગસ્ટ ૨૬	August 26
2980	સિરિયા	Syria
2981	ઈમાન	Shahada
2982	ઓગસ્ટ	August
2983	કોલકાતા	Kolkata
2984	કોલકાતા જિલ્લો	Kolkata district
2985	ભારતનાં મહાનગરો	Municipal corporations in India
2986	તમિલનાડુ	Tamil Nadu
2987	ચેન્નઈ જિલ્લો	Chennai district
2988	ઓગસ્ટ ૨૭	August 27
2989	કમ્બોડીયા	Cambodia
2990	લાઓસ	Laos
2991	બર્મા	Myanmar
2992	નવનાથ	Navnath
2993	સંપ્રદાયો	Sects
2994	સ્વામિનારાયણ સંપ્રદાય	Swaminarayan sect of Hinduism
2995	કાયાવરોહણ	Kayavarohan
2996	મત્સ્યેન્દ્રનાથ	Matsyendra
2997	મંગોલિયા	Mongolia
2998	કઝાકિસ્તાન	Kazakhstan
2999	તુર્કમેનિસ્તાન	Turkmenistan
3000	તાજિકિસ્તાન	Tajikistan
3001	ઓમાન	Oman
3002	સાઉદી અરેબિયા	Saudi Arabia
3003	ફીલીપાઈન્સ	Philippines
3004	દક્ષિણ કોરિયા	South Korea
3005	શિન્તો	Shinto
3006	ચેમ્પ્સ-એલીસીસ	Champs-Élysées
3007	ક્ષત્રિય	Kshatriya
3008	સૂર્યવંશી	Suryavansha
3009	ચંદ્રવંશી	Lunar dynasty
3011	જી.આઈ.ડી.સી.	Gujarat Industrial Development Corporation
3012	ગુજરાત સરકાર	Government of Gujarat
3013	ઓગસ્ટ ૨૮	August 28
3014	ઓગસ્ટ ૨૯	August 29
3015	ઓગસ્ટ ૩૦	August 30
3016	બૌદ્ધ ધર્મ	Buddhism
3017	વિપશ્યના	Vipassanā
3018	કન્ફયુસીયસ ધર્મ	Confucianism
3019	તાઓ તે ચીંગ	Tao Te Ching
3020	યહૂદી ધર્મ	Judaism
3021	બ્રુનેઈ	Brunei
3022	વામકુક્ષિ	Siesta
3023	મકતમપુર	Maktampur
3024	ભાદરવા સુદ ૧૫	Bhadra Sukla Purnima
3025	ઓગસ્ટ ૩૧	August 31
3026	રમેશભાઈ ઓઝા	Ramesh Oza
3027	સપ્ટેમ્બર ૧	September 1
3028	તાઓ ધર્મ	Taoism
3029	કયામત	Islamic eschatology
3030	જન્નત	Jannah
3031	સાયપ્રસ	Cyprus
3032	કેરળ	Kerala
3033	કર્ણાટક રાજ્યના જિલ્લાઓ	Districts of Karnataka
3034	આંધ્ર પ્રદેશ	Andhra Pradesh
3035	પંજાબ	Punjab, India
3036	જમ્મુ અને કાશ્મીર	Jammu and Kashmir
3039	અંગ્રેજી મહીનાઓ	Months
3040	શસ્ત્રો	Weapons
3041	બંદુકો	Firearms
3042	ઇમામુદ્દીન મુર્તુઝાખાન બાબી	Ruswa Majhalumi
3043	મિડાસ	Midas
3044	શ્રાદ્ધ	Śrāddha
3045	ગોલ્ડન બ્રિજ	Golden Bridge
3046	પટેલ	Patel
3047	જ્ઞાતિ	Castes
3048	ભારતની જ્ઞાતિઓ	Indian castes
3049	બ્રાહ્મણ	Brahmin
3050	માલધારી	Maldhari
3051	ઉઝબેકિસ્તાન	Uzbekistan
3052	નર્મદા બચાવો આંદોલન	Narmada Bachao Andolan
3053	જૉર્ડન	Jordan
3054	લેબેનાન	Lebanon
3055	સિંગાપુર	Singapore
3056	ચીની ગણતંત્ર	Taiwan
3057	યેમેન	Yemen
3058	નાસા	NASA
3059	ધોબી	Dhobi
3060	કોળી	Koli people
3061	તૌરાત	Torah in Islam
3062	જરથોસ્તી ધર્મ	Zoroastrianism
3063	મુસલમાન	Muslims
3064	જૈન ધર્મ	Jainism
3065	ભાદરવા 	Bhadarva
3066	રોજા	Fasting in Islam
3067	સપ્ટેમ્બર ૭	September 7
3068	બાબર	Babur
3069	રામકૃષ્ણ મિશન	Ramakrishna Mission
3070	પયગંબર મુસા	Tawrat
3071	સિલિકૉન વૅલી	Silicon Valley
3072	કૃષિ યુનિવર્સિટી, નવસારી	Navsari Agricultural University
3073	ગુજરાત રાજ્યમાં આવેલી યુનિવર્સિટીઓ	Universities in Gujarat
3074	વુઝૂ	Wudu
3075	ચિત્રા સિંઘ	Chitra Singh
3076	અનગઢ 	Angadh
3077	સપ્ટેમ્બર ૬	September 6
3078	ત્રિપિટક	Tripiṭaka
3079	રાયકા 	Rayka Mehwa
3080	રમઝાન	Ramadan
3081	વકતાપુરા 	Vakhtapur 
3082	બાકોર 	Bakor
3083	બામરોડા	Bamroda
3084	સામાન્ય તપાસની કક્ષાની બહારનું	Paranormal
3085	તાલિબાન	Taliban
3086	તુર્કસ્તાન	Turkey
3087	વિયેતનામ	Vietnam
3088	આર્મેનિયા	Armenia
3089	અઝેરબીજાન	Azerbaijan
3090	આઝાદ હિંદ ફોજ	Indian National Army
3091	બહેરીન	Bahrain
3092	ક્રિસમસ દ્વીપ	Christmas Island
3093	ઈઝરાયલ	Israel
3094	જીબરિલ	Gabriel
3095	વૈષ્ણવ સંપ્રદાય	Vaishnavism
3096	ગુજરાતમાંથી પસાર થતા રાષ્ટ્રીય ધોરી માર્ગો	National Highways in Gujarat
3097	સંત મહિપતિ	Mahipati
3098	કુવૈત	Kuwait
3099	હોંગકોંગ	Hong Kong
3100	માલદીવ્સ	Maldives
3101	વાંસળી	Bansuri
3102	રાજસ્થાનના જિલ્લાઓ	Districts of Rajasthan
3103	સપ્ટેમ્બર ૧૬	September 16
3104	સપ્ટેમ્બર ૧૫	September 15
3105	સપ્ટેમ્બર ૧૪	September 14
3106	પાંડરવાડા	Pandarwada
3108	સંગીત	Music
3109	ભારતીય સંગીત	Indian music
3110	સંગીત વાદ્ય	Musical instruments
3111	શાસ્ત્રીય સંગીત	Classical music
3112	નાગોર્નો-કરબાખ ગણરાજ્ય	Republic of Artsakh
3113	જ્યોર્જીયા 	Georgia 
3114	કવ્વાલી	Qawwali
3115	ગઝલ	Ghazal
3116	ભારતીય સંસ્કૃતિ	Indian culture
3117	કોકોસ  દ્વીપ	Cocos  Islands
3118	અક્રોતીરી અને ધેકેલીયા	Akrotiri and Dhekelia
3119	રશિયા	Russia
3120	ઉત્તર કોરિયા	North Korea
3121	પૂર્વ તિમોર	East Timor
3122	મકાઉ	Macau
3123	શ્વેતાંબર	Śvētāmbara
3124	બાળ કામદાર	Child labour
3125	પ્રત્યાયન	Communication
3126	પૂર	Flood
3127	ધીરુભાઈ અંબાણી	Dhirubhai Ambani
3128	ભારતીય રેલ	Indian Railways
3129	ઈન્દિરા ગાંધી	Indira Gandhi
3130	પ્રારંભિક જાહેર ભરણું 	Initial public offering
3131	જવાહરલાલ નેહરુ	Jawaharlal Nehru
3132	ગુલાબ	Rose
3133	મોક્ષ	Moksha
3134	સિસોદીયા	Sisodia
3135	બ્રહ્માંડ	Universe
3136	અંકશાસ્ત્ર	Numerology
3137	વર્લ્ડ વાઈડ વેબ	World Wide Web
3138	યુરોપના દેશોની યાદી	List of sovereign states and dependent territories in Europe
3139	ક્રોએશિયા	Croatia
3140	બેલારુસ	Belarus
3141	અભયારણ્ય	Wildlife sanctuaries of India
3142	એસોટેરિક	Esotericism
3143	મનોવિજ્ઞાન	Psychology
3144	દુર્વાસા ઋષિ	Durvasa
3145	દક્ષિણ ભારત	South India
3146	મૂર્તિ	Murti
3147	વચનામૃત	Vachanamrut
3148	સપ્ટેમ્બર	September
3149	સપ્ટેમ્બર ૨	September 2
3150	સપ્ટેમ્બર ૩	September 3
3151	સપ્ટેમ્બર ૪	September 4
3152	સપ્ટેમ્બર ૫	September 5
3153	સપ્ટેમ્બર ૮	September 8
3154	સપ્ટેમ્બર ૯	September 9
3155	સપ્ટેમ્બર ૧૦	September 10
3156	સપ્ટેમ્બર ૧૧	September 11
3157	સપ્ટેમ્બર ૧૨	September 12
3158	સપ્ટેમ્બર ૧૩	September 13
3159	સપ્ટેમ્બર ૧૭	September 17
3160	સપ્ટેમ્બર ૧૮	September 18
3161	સપ્ટેમ્બર ૧૯	September 19
3162	સપ્ટેમ્બર ૨૦	September 20
3163	સપ્ટેમ્બર ૨૧	September 21
